airport,x,y
PA91,1735843.4023219063,-143939.74934379346
1PA3,2060937.740115233,-191788.77100002297
PS17,2039566.7757392174,-268075.13589994167
81PN,1699267.5741193485,-253395.19359655824
PN59,1704861.0760691594,-249313.05516791728
8PA5,1703744.8947752276,-251518.5133358504
1PA9,1935466.4713016942,-204711.0842313071
6PS3,1837886.6728175113,-82197.91872114045
07N,1928861.9987008935,-282568.2701019984
1PN5,2011859.833632601,-199848.97561059208
PA56,1659194.092117262,-277884.1581828405
48P,2032644.5506096254,-118493.57437404782
PS01,2097167.4287203066,-223720.01307513643
PN38,1680188.8454349346,-275064.04380870645
0PS4,1774776.2820382908,-210349.2990257701
PS21,1925724.441220324,-210015.1241080853
8N8,1930123.0550547582,-173358.74756851562
49PN,1932505.3633848724,-169806.0569618431
79PN,1932582.4070360297,-170343.54916808425
50PN,1709612.2479564997,-298919.85411645245
0PS5,2047804.5525180944,-145411.8255092044
PA72,1933248.4006321994,-288069.87098068144
N43,2048186.5651515655,-161433.22818448767
9PS4,2050558.490515259,-159815.75849659063
0PS6,1967395.9509023307,-279124.7869860781
9G8,1772491.896695098,-274397.04806910857
PS47,1776155.9109371335,-277290.3651073562
PS40,1993452.9125250247,-149799.8909632456
36PN,2055879.3611957468,-250221.5652124354
0PS8,1622509.9671279201,-119892.69689932092
PA77,2068830.9972555025,-182206.5838034993
PA79,2066400.6304474634,-180737.9913267075
9N1,2067838.0687879657,-185581.7867362813
9N2,2071582.4963340878,-257983.4702032449
10PA,2070614.316719332,-257866.74764860698
3PN9,1710002.2848950145,-292976.19517315354
04PN,2039553.5043564625,-247783.14874198433
42PA,2043364.8411641964,-247549.7774639617
9N3,1980707.12996627,-82881.26160250067
W73,1908130.2555407346,-318809.1572873931
3PN2,1908391.5928572929,-318508.1467083294
8PN8,2071611.3215621961,-224709.69152415564
PA80,2040371.6229168123,-179616.40735181794
PN19,1680363.6889786408,-219219.58716778125
FKL,1660327.0532258663,-197573.9513531079
0PA5,1659642.6160146783,-184229.0704634447
9N7,1961592.362751114,-223143.78699856641
24PA,1652424.1243541283,-278645.4690479365
0PN1,1697844.2723887134,-266930.88835011725
PN24,1694200.4929079434,-269106.57469706796
PN25,1691028.6702911968,-263884.04302230745
07PN,1810043.394204901,-201823.5784462749
52PN,1879882.3473322412,-327599.3450242234
PA08,1872255.0390080987,-324693.0919994871
PA28,1713235.1074049792,-308433.6193357178
4G1,1615875.779378139,-200664.58591253893
PA46,1618223.6339604305,-204120.0030377657
PA49,2028600.726314142,-92504.19789186174
4PN0,1645756.5473765798,-219809.64909200565
PA57,1647625.4241234178,-224531.6060233952
29D,1641594.2340119255,-228966.77951344821
PA92,1991368.1816010606,-201284.25267798212
68PA,2001452.6180814237,-202280.3028547766
90PN,1772713.14675518,-251498.51153422406
5PN4,2080299.342021993,-220477.0406656962
HZL,1980685.0884958038,-153646.01135113405
PS22,1984235.8375970663,-156914.71385775474
64PN,1948117.4872127757,-247932.00664663265
8PS5,1947441.6377170705,-248504.3497077896
3PA2,2060829.1648905585,-205813.8555743161
PN36,1741444.4487838268,-251098.4232847868
44PN,2020183.003486106,-73903.58607484816
PN32,1737651.151253525,-266750.83435363614
IDI,1741425.7327291341,-262947.8217828229
31D,1694139.799734328,-309523.97898874205
5PN7,2077820.4592284614,-212249.74214910442
83PA,1708510.6629468545,-308439.50151716376
5G8,1706932.6860876065,-301318.73782198125
P96,1876004.2486294543,-159032.63083509845
1PA0,1880240.532327178,-166332.59495542973
33PN,2000567.248113191,-92469.63216943288
JST,1771628.3638151854,-291505.0409571889
PS52,1775045.8640866964,-304551.489450975
2PA1,2044221.4403011615,-80099.3089081969
8PA9,2081567.1561051628,-199900.80629432504
2PA3,2010278.0064133985,-84155.62587423503
2PA4,1996821.0137864735,-47578.52588731234
3PS7,1996255.0502301687,-46425.56920956343
LNS,1983151.2496173219,-254209.30117129005
2PS4,1982224.0539385749,-264474.4455259247
5PS1,1984666.0295571694,-262486.3575646314
PA12,1977975.6370485504,-265126.8320353288
6PN2,1980236.6350450653,-261803.06114127862
2PA8,1896620.941424304,-258816.62645638047
PS71,2091008.7218262162,-211432.6955304372
9PS9,2090991.9372360692,-211442.63791435992
2PA9,2060845.153270845,-221235.2901268962
8PN6,2061544.010558509,-214865.19386620534
60PN,1681880.55498438,-314363.6810344715
LBE,1725838.7032244627,-308395.3523250251
PA24,1725957.302858486,-302912.9171308865
08N,1975254.802289665,-236769.47487057289
PS92,1968551.685750228,-235987.4334411787
3PA0,1961397.7448927134,-230158.01084186835
78PN,1704907.556631744,-186580.30227532625
14N,2013725.9394265567,-160205.73105856098
PS72,2040014.3742440133,-243628.5047007275
LHV,1862398.84176684,-171182.80362791874
4PA4,1858634.362471193,-172704.34361552386
4PA5,1849186.2569167013,-154828.4603558044
6PA8,1859000.6494248484,-164504.37487509398
PN53,1782348.1023103301,-261304.76136817236
PN55,1702781.1703485355,-362141.4714377522
1PN4,1849450.4840437206,-314215.6422388688
PA02,1618703.9353071782,-138100.79476877776
PS73,1863611.9443793378,-179274.03373773026
4PN6,1922586.3680759924,-268829.5523858078
6PS4,2059211.557931992,-255432.1261704099
00PN,1634148.4519644224,-213122.64174542984
39PN,1637391.105953872,-221956.4870248998
01PS,1958962.8991679472,-88802.5507834569
PN62,1650526.6419172706,-315597.4437237708
8PA4,1898123.9828202033,-183198.44893438174
P34,1879382.635771504,-228909.9197485479
22PS,1965891.2965435486,-57607.276051363486
80PA,1993866.678033347,-104703.94220192448
5PN0,2055414.0809607094,-139081.82511803295
N71,1961427.5659862969,-264211.91903197236
P45,1719329.57607056,-329176.2476240224
P99,1718919.6595396658,-329231.07499355514
PA29,1717728.6788813113,-325234.6737894687
1PN7,1718573.684770156,-320536.5354320421
MPO,2024703.8560719243,-122273.53619538758
32PN,1643372.6700291336,-276018.69500902976
0PN7,1874685.0921456355,-285051.3011679421
UCP,1624814.6116321732,-247017.5307349931
PN68,1631777.8342673697,-260112.62393465525
41PA,1915513.154486557,-258302.31470733997
72PN,1915808.4082553824,-261717.01244731632
69PA,1983303.7299712505,-228339.83292694838
6PS8,1978008.0679876376,-56992.03746382434
71PN,1928365.2661375138,-294217.7393021572
PN09,1799618.294419935,-114857.0591319367
PN15,1798855.3662892336,-102548.97452448498
16PN,1661770.350667091,-311285.30694607634
PS10,1728053.4765500212,-352617.45582703344
40PA,1998438.499171508,-92601.39420853562
8PA1,1957179.7591554993,-229185.0319629033
PN73,1848310.2216630566,-280593.2226377445
1PS0,1797669.556794092,-299770.0776410121
8PA8,2012126.102127891,-163936.285073028
58N,1955390.1314223686,-243249.83967260402
5PS2,2049642.1375942654,-243170.11160114812
9PN9,2044775.1730574055,-150163.70379944
9PA2,2043358.674727011,-203845.36717003476
1PA1,2073759.981885564,-239590.67701915433
9PA4,2080700.00074421,-244004.79319389455
9PA6,2073817.9030512327,-241112.51754571215
9PA8,2080124.604373034,-244709.43261010392
56PN,2077979.7170324882,-248817.71630466072
9PA9,2070746.8702281984,-243059.48624568162
PS55,2077185.8939147322,-244524.97449435064
9PN2,2077297.2134963614,-245683.65694460028
12PN,2073696.0021630386,-239872.27971845574
10PN,2073809.4477621997,-248855.6915142135
PS16,2081167.129502917,-225206.1506894713
PS28,2088818.8036034408,-231753.52768466275
4PA8,2065482.3239510884,-192379.56743636235
PA16,1677918.369324839,-299663.1364799698
PN78,1673692.2652159813,-302137.26930253895
PN79,1668965.1840573081,-288172.0483439918
PN80,1677177.2602983792,-299098.96635353356
5PS3,1676538.6677419706,-298592.7609160494
PA63,1671070.5131458503,-296641.2762692097
46PA,1680643.0135042819,-295018.91241239937
6PN6,1650299.9608193815,-314701.36038090405
42PN,1672604.6538709963,-300763.32102417055
PN60,2009006.1438583077,-162436.05503362956
9PA5,2009290.711091191,-169120.87737311
22N,2004769.306548096,-167061.91177657986
3PA4,1944828.2522376047,-71764.91632821009
5PS7,1909880.0956196368,-175710.99285082324
3PA6,1908303.2796539126,-174517.52844651934
1PA4,1863444.8157340563,-238835.2873150345
5PN6,1865836.3403750781,-230532.65753012124
12PS,2028706.5306995995,-287124.041817723
3PA8,2022151.6878280852,-277795.93067574495
3PA9,2061934.1241536718,-209520.25165025025
PA01,1606563.6796412314,-176650.69277280214
PA37,1972055.015256922,-178697.5260075078
5PA1,1949381.58013834,-161886.57574630436
PN69,2046841.7026819775,-238260.52808275042
7PN9,1716620.0983926996,-171768.80210401295
PN57,1741746.860150607,-241918.60853052922
54PA,1816873.272459682,-288530.0619989446
PA15,2055215.1277915812,-155343.52375046693
4PN3,1692103.0951369568,-363891.26640951954
GKJ,1625427.4755149896,-177583.25699272632
45PA,1630609.7309435126,-174508.381533141
3PS4,1844027.7245918743,-257776.4305004831
PA18,1864243.317031689,-175498.92704742486
19PA,1934831.207457874,-152221.3888857444
7PN0,1970083.7323857655,-189900.9055665224
PN86,1968845.5022871913,-191576.01878769003
25PS,1967107.2162502254,-192643.6486442898
FWQ,1693069.4272145797,-324064.22207276744
5PA5,1687354.5759468728,-328677.1683304696
54PN,1694303.8159372318,-298613.04143311316
6PN0,1692955.178931171,-297836.40250916634
6PA3,1903664.8141812442,-157569.88366937204
6PN4,2031356.2082590964,-125891.97579996094
7PS5,1911900.9672000993,-148054.58055869455
89PA,1703005.971550135,-291945.6767303233
9D4,1973346.739637768,-230249.39417124813
PS26,1689152.8268619222,-276002.109223365
7PS6,1690078.6389036998,-277574.4091368407
PA68,2044186.62922656,-165978.03979368138
PS74,2038607.888846539,-157305.27448458344
6PS5,2042550.8550426387,-165021.69303172475
PN66,1725612.2480010446,-290826.36215712095
4PA1,1905188.798543699,-188222.54884644895
92PN,1633325.0828450725,-239983.67305519068
34PN,1897605.8686453267,-236908.27196252273
7PN4,1800377.3719986877,-274414.0302893192
31PA,2057907.480914778,-245931.64221568705
78PA,2058186.32984334,-247122.21514175762
PS02,1894822.3920984904,-275161.0074451943
0PA1,2055254.1276581616,-232622.83673604814
7PN3,2061513.7154688966,-228087.09888242104
PN40,1636140.2613857845,-110537.56343738463
PN44,2061896.0597656483,-219051.21551316534
8PA0,1952292.2456728136,-176368.04839136094
61PN,2059093.5813623115,-195247.82271411698
0PA9,2063309.0555351006,-204772.10783563976
PS03,2059654.7587789826,-197174.36891072514
CKZ,2055602.9148524525,-200637.77679008897
PS54,2058212.3540262417,-206867.53138078304
9PN1,1700870.4712203736,-341796.2633048604
LOM,2065588.9659882905,-227102.9684756137
1PS6,2090458.0748305044,-227228.0012208348
2PS9,2078591.6013775826,-234893.02739058866
PA03,2077319.3373691724,-245510.65459677714
1PA2,2081000.7934944476,-237609.9695326096
P72,2081880.931860017,-245527.8871866773
PA62,2079004.036586779,-238390.01970874562
PHL,2075929.4181951766,-255080.32292677445
04PA,2076660.3274938867,-254004.07147021746
05PA,2078351.6146627425,-244582.37596633975
PNE,2087803.1967168092,-226626.71941817284
1N3,1801356.481092076,-207374.68455959886
PSB,1816331.452288254,-213394.84989845083
55PN,2045884.512118891,-234937.18317461756
PS20,1957204.195139928,-213855.42009193296
PN26,1669603.9931881682,-310488.838145406
PS78,1676494.8732736744,-301282.8675832367
PN23,1674683.7186829634,-302565.20868353476
30PN,1676539.9316037793,-298587.9589953638
AGC,1681356.9484800152,-310316.72956283006
PIT,1653058.7188770992,-301571.10045485134
P15,1688198.4265837516,-137774.71898471026
6PN7,2009992.3492641752,-131276.8837672646
08PA,2017752.3687338938,-133778.28453495647
PN84,1646210.060834024,-246440.88512575626
98PA,1646971.8627480725,-256633.53412346874
09PA,1825944.6431641146,-217403.48047399666
PN70,1883321.4822129256,-235152.403294593
N47,2029141.1712580759,-224021.2528418959
60PA,2034456.362919408,-224362.42049600606
PTW,2038959.3049818475,-223431.15763675055
91PN,1974069.384086116,-190412.11876942936
PS95,1972752.3767859477,-191298.26156978984
ZER,1959038.7145708033,-193016.86856762395
RVL,1859300.7782287695,-225472.06511120792
PN14,1664567.2604410432,-264353.8502729661
23PA,2063577.9512590775,-185267.57490818977
PN71,1905899.1755738857,-215322.2385810101
PN89,1749584.2121328616,-168958.5599675663
PS13,2069959.3445679385,-258459.46854299982
3PA7,1807129.3184981784,-279177.16259303526
PN90,1790746.5205439213,-119988.66004618246
6PA4,1711491.46414037,-120350.35704960967
5PA6,1702543.0377715866,-122648.72870003212
PN91,1835783.6479780928,-97444.33033430303
67PN,1943375.4606729855,-206268.478045827
5PA2,1976956.8110907546,-149018.32958266322
OYM,1768188.0967183816,-165240.08856366528
3PS5,1940336.4665916653,-187040.96930048222
N79,1940797.0905117923,-183227.13020929208
PA94,1612851.621540121,-226179.44221070484
2PA6,1987740.218674458,-209616.27889555346
0PN0,1634983.0514693782,-196490.55023094217
0PA2,1910283.9017928874,-252943.57822150004
8PA6,1906446.7787198098,-252586.40683197812
6PA5,1889505.378450647,-282596.1127913202
PN50,1999770.2703276258,-204105.0731303049
2PN2,1964595.075673634,-298892.6416262123
PN13,1718481.469913545,-193012.8509083282
43PA,2042332.8131286106,-231730.91458946638
48PN,1939447.773330755,-292628.96683087753
44PA,1855160.2201331996,-206533.55941998414
4PA6,2001022.5365874425,-38208.67940506282
PS57,1837832.9479820414,-214977.98515100364
UNV,1836586.808296201,-211763.593198531
47PA,1831146.3148590932,-228453.98941620465
7PS0,1936099.990107859,-255489.39922845727
84PN,1974715.1984277344,-299981.80394738674
0P2,1964402.6420358936,-297926.4006801872
49PA,2053119.8779726052,-146082.78182101657
2PN4,1768901.5526549465,-319288.51020762714
5PA9,1711842.3310306084,-206191.83118583125
PS61,1691616.607515178,-153320.48215970112
13PA,1684895.0113489968,-156047.63695111193
56PA,2069705.7682563069,-186722.98540763036
86PA,1805887.1144492216,-244131.6958684379
6G1,1663803.9359563482,-169970.02915610973
0PN8,1668253.0243740303,-167919.37931655193
17PN,2018300.83303354,-117146.60289685572
N57,2034473.055518205,-272840.5216339995
N27,1921614.5907456407,-83221.60154512567
5PN2,1920085.700269312,-78427.29705747869
5PN3,1809044.8938790269,-239712.48037104102
PN10,1912829.1982613502,-71203.59344941235
PA52,1643946.5531169288,-146078.17309947035
3PN7,1995985.6041123876,-59480.403254580815
22PA,1708152.7978568508,-355883.99398310826
79N,1830823.7201321293,-209423.31930908482
5PA7,2037520.878037857,-260835.0572315654
18PN,1871492.5426870051,-293276.18256786786
4PS9,1703351.447339138,-276555.0660193701
8PN3,1689131.0882165874,-189533.7978061935
PS43,1636228.28341758,-238045.77923299116
9PA3,1635865.5454326847,-260194.56399092227
62PA,1928967.7396823224,-280268.59579972597
2N5,1930068.1459823688,-278396.4713923074
OQN,2044709.4062343913,-250949.17041528583
PS30,2044923.9872716228,-251177.3670148766
3PS0,2043658.670980305,-253357.79686275145
2PN1,1829822.5344453892,-81902.8147539716
15PS,2025135.0344339283,-276630.1058643551
PA21,1614050.0250057548,-233528.2653743358
2PS0,2060959.8695039228,-221460.63297493962
9PS5,2004579.1434082568,-223423.96275545203
9PS0,1666329.1075615864,-284727.59252600645
PN82,2029451.944918111,-175296.59487486648
PN07,1996490.8994463573,-143612.05844375002
7PA2,2041922.8303317858,-156146.3266917442
7PN6,1964889.4474168129,-294456.1414255842
2PN5,1812018.8772830714,-288437.5225155601
PS34,2057762.1049553556,-223182.66758747477
9PS2,1690644.9102617463,-255545.56792928113
9PN7,1921917.8114435254,-73976.00806689497
7PA9,1956682.6105871447,-278425.4710694484
94PN,1954161.5996618324,-283581.15738991566
2PS2,1948922.415977982,-280658.9576657744
7PN7,1952231.8986422792,-284255.70046374016
THV,1942416.0494721471,-290269.69013069966
N35,1746207.5117935408,-222810.15272268833
1PS8,1740643.8996015592,-224937.66723508874
PA25,2000483.6603974015,-186019.0098708532
UKT,2046830.5477098273,-197986.06189709582
PS80,2047692.297904885,-205462.77902032572
14PS,2004818.8677669119,-275972.58057382476
2PN9,2060996.0060828333,-239187.56452590803
RDG,2001836.3108466824,-218544.25388283352
15PN,2004085.8257154454,-218257.3127659821
PN20,2004763.212368364,-218930.18694405849
22PN,2000784.6382203717,-219261.79854683118
7PS9,1761855.3212162913,-165415.77265884427
PN63,2037037.7351404321,-224790.9894762539
PN00,2034439.8744279866,-212662.36619612263
PS81,1908482.1497340354,-59109.11864181071
0PA8,1995325.2146169445,-100595.54142984292
8PS7,1995621.6970427996,-100622.22981358251
SEG,1916326.9400419244,-192285.7413018902
PN76,1673572.9731200875,-195951.42371749866
2PS5,1939711.8499772474,-189418.93934401902
69N,2018689.8263141292,-168147.7398598823
S37,1993069.3092610885,-260685.55711464403
38PA,2077589.1648244213,-193529.90471445158
PS29,2079984.4202685687,-194579.55780795735
2G9,1764357.6430310404,-325499.28935058357
6PA2,1760119.0086005884,-330250.78018802765
86PS,1759225.803553994,-328728.8575025109
7PS8,1831780.8977649014,-157569.14111346024
0PN5,1670697.5528770587,-148512.90560675962
PS82,2002472.3856915229,-110616.53468921785
PN72,1760858.5410177154,-264988.5396046093
50PA,2033546.810446438,-143538.9216150671
70PN,1688702.5593022546,-119563.59410634934
71N,1921045.0819567433,-182658.42246858412
H11,1924066.6918498892,-179267.27184320247
7PS3,1982366.4001512602,-39983.344036232935
PS83,2062312.8834582139,-234920.8671922142
52PA,1986815.5627907654,-178009.7244698331
PS99,1993010.0020555982,-177909.85104925436
8PS3,1988521.575854174,-103357.74796782422
0PN6,1844187.5736432811,-288839.26451444835
74N,1948601.1682651653,-213423.4715698213
48PA,1949044.60623842,-209972.11525707142
55PA,1987541.0066387367,-162243.14517270515
73PN,1883510.0817723055,-137949.05589725781
PN74,1892037.2551826036,-87110.32907792431
0PA3,1896707.4213670813,-89790.56728740514
1PS9,2048750.472068675,-201113.37795747694
76N,1967682.196268154,-94084.04676977448
8PS9,1964171.06701583,-89261.90017573159
45PN,1958305.0403349833,-93922.0134860238
